Unnamed: 0,Nama Pelanggan,Produk,Ulasan,Rating,label
472,Y***i,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,mudah dirakit... cacat sedikit but its okay overall masih mulus,5,1
1623,Riko,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"kursi nya kecil, bagi ukuran orang dewasa di pake nya kurang nyaman kalo menurit saya",3,0
473,Budiardjo,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,"besar, namun ada cacat dikit, namun okelah",5,1
1630,Tri,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,pelayanan kurang teliti... respon kurang cepat,3,0
474,Kusuraelan,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Kualitas sesuai dgn harganya, ngerakitnya butuh sedikit effort. Overall bagus 👍",5,1
1632,Budi,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Saran,. 
sebaiknya tetap menggunakan bubble wrap,. 

gak papa nambah biaya sedikit daripada udah sampai tapi rusak, bisa jadi karena pengiriman yang kurang berhati-hati....",3,0
476,E***y,Rak Susun Portabel / Tempat Buku / Rak Buku Kayu Minimalis / Rak Kamar,"ptoduk oke, perakitan mudah, pengiriman cepat 👍",5,1
1637,Evan,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Proses cepat dan pengiriman aman. Sayang ada cacat pada bagian pintu kabinet kecil dan pada bagian top table yang sisi luar depan seharusnya di posisi bagian depan malah...,3,0
1650,S***a,Rak Serbaguna Rak Buku Portable Lemari Buku Serbaguna Rak Dekorasi,"beli 3 unit pd tgl 2 maret 2023. Kedatangan barang 11 maret 2023, hanya 1 pcs!! sudah berkali kali chat utk complain. tapi nyatanya tgl 15 maret 2023, tidak kunjung seles...",1,0
477,Maya,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"kereeen bgt mejanya, sesuai di gambar. cepet sampai dan fast respon.
makasih",5,1
479,e***s,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,Tidak ada ulasan,5,1
1654,Budianto,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,bahas tipis,3,0
1658,martanda,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,"1. baut ada yg somplak jd ga bisa di kencengin jumlahnya juga pas. 
2. itu gambar 1 dari beberapa bagian part yg udh jelek
3. 1 rak ga kepake karna belum di lubangi tempa...",1,0
480,iskandar,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,barang sesuai harga.....,5,1
481,radian,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,5,1
1662,Budi,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,"miring,akhirnya tdk bisa dipasang lacinya",2,0
482,M***d,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,Tidak ada ulasan,4,1
1664,Kurniati,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,"bagian bawah lemarinya salah bolongan, jadi harus bikin lubang baru",1,0
483,Y***s,Meja Rias Minimalis / Meja Belajar / Meja Kantor / Meja Kosmet,Meja rias sudah diterima dalam kondisi baik dan dirakit.,5,1
1672,Iskandar,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,katanya barang sudah di serahkan ke kurir. nyatanya barang tak kunjung datang dan di nyatakan barang hilang. pembeli jadi merugi karena ongkir telah dibayar.. pengembalia...,1,0
484,Y***s,Rak Mesin Cuci/Rak Serbaguna/Rak Laundry/Rak Cuci/Toilet Organizer,Rak mesin cuci sudah diterima dalam kondisi baik dan dirakit.,5,1
1673,I***r,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,katanya barang sudah di serahkan ke kurir. nyatanya barang tak kunjung datang dan di nyatakan barang hilang. pembeli jadi merugi karena ongkir telah dibayar.. pengembalia...,1,0
485,ANDI,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,Oke,5,1
1676,Proeducation,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Baik... 2 unit telah diterima, hanya pada 1 unit tidak ada baut/ mur. Mohon sebelum pengiriman di cek dengan teliti terlebih dahulu apakah semuanya sudah komplit.",3,0
486,All,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"oklah,masih jos,walaupun ada dent di pojok kanan👍",5,1
1677,D***t,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"packing kurang bagus, harusnya di bungkus busa untuk menghindari benturan yg menyebabkan kerusakan, jadinya seperti ini,dan antara papan meja dan kaki meja tidak di ksh s...",3,0
1681,Toppers32254491,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,Ada 2 lubang yg tidak simetris dg pasangannya sehingga sehingga saat diaplikasi dg pasangannya. Barang biasa dan ongkirnnya mahal banget.,3,0
488,argimas,Laci Dorong kantor/Rak Arsip Berkas Kantor/Lemari Laci/Filling Kabinet,"material bagus, pengiriman aman, perakitan mudah, udah beli kesekian..",5,1
1684,H***y,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,Tidak ada ulasan,1,0
489,argimas,Rak Susun Portabel / Tempat Buku / Rak Buku Kayu Minimalis / Rak Kamar,"bahan bagus, barang smpe dg aman, meski box y agak amburadul, perakitan mudah,seller fast respon",5,1
1692,J***y,Homedoki Ultrasonic Cleaning Machine / Pembersih Cuci Peralatan Kecil,"Packingnya hanya dus original, itupun tidak dilakban. Barangnya tidak rusak walo packing begitu.",3,0
490,I***n,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Admin fast respon, barang sesuai dengan yg ada di gambar. Saran buat buyer kalo bisa pake instant aja supaya ngurangin resiko meja rusak pas di anter kargo.

Kalau jauh m...",5,1
1702,Daniel,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,kaki'y kurang rata,3,0
492,Imam,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,baranf sudah terpasang,5,1
493,R***n,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,bahan bagus. perakitan mudah. cuma pengiriman agak lama di ekspedisi nya..  thank u seller,5,1
1708,Ary,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"kursinya turun terus saat diduduki, padahal tuas pegasnya tidak ditekan",3,0
494,Ela,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Mksh kak walau ada yg patah,5,1
1709,Dinda,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet","Beli 6 susun, tp sistem tumpuk per 3 susun. Aneh bin maksa banget jual 6 susun. Gak dikasih baut mur sambungan nya pulak kok. Papan nya jg gak mendukung utk di sambung 6...",1,0
1714,Pratito,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"barang tidak sampai2 , sudah hampir 2 minggu",1,0
495,Rauful,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Terlambat sampai dari jadwal yang sudah ditentukan,5,1
1715,nurfauzi,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"bagian belakang drawer sama alasnya pake karton, selain itu plywood.",3,0
496,R***l,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,Terlambat sampai dari jadwal yang ditentukan. Sepertinya dari jasa pengirimannya.,5,1
1717,Renita,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,Di salah satu box ada rangka yang salah ukuran dan kurang untuk bisa dirakit penuh. QC perlu diperhatikan.,2,0
497,N***s,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"perakitan mudah, untuk mejanya ok lah cuma styrofoamnya itu pada ancur jadi bikin bala setelah merakitnya",5,1
1727,N***y,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,"Ada pengelupasan cat di ujung pintu lemari. Pihak toko sy hubungi tetapi mrk angkat tangan, dan minta saya untuk hubungi bagian pengiriman, dgn alasan sdh diperiksa. Teta...",3,0
500,A***n,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Awalnya agak bingung ngerakitnya karena petunjuknya kurang detail, tp akhirnya jadi juga dan lumayan.. Semoga awet.. Trmksh",5,1
501,S***l,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"cukup puas, pengiriman aman, meja sama tinggi, tapi agak goyang saja. dipakai sebagai meja laptop sudah lebih dari cukup",4,1
1732,W***u,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Maaf review apa adanya....
Seller: responsif, bersedia membantu, terimakasih
Pengirman: Lambat sekali JNE cargo Tangerng-Depok 7 hari (kalo terbang Jkt-amerika dah bolak...",3,0
1733,Z***l,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,pengiriman sangat lama dan ada kerusakan,3,0
502,Clara,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,pengiriman cepat. sesuai dengan gambar. ini sudah saya tempelin sticker ya..maka nya berbeda coraknya.. karena saya menyesuaikan dengan kitchen set dirumah,5,1
1735,Caecilia,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Tidak ada ulasan,1,0
504,W***e,Meja Ruang Tamu Meja Samping Tempat Tidur Meja Sofa Kayu Meja Nakas,"cepat, packaging rapi, mudah instalasinya",5,1
1737,K***a,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,"pengiriman cepat, pengemasan bagus, barang datang agak berdebu, petunjuk pemasangan kecil, bagian engsel kaca belum dilubangi jadi pemasanganya agak susah ga tau kenapa p...",3,0
505,M***M,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,ajip,5,1
508,V***n,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"ada yg patah parah pas di pengaitnya, diakalin jadi bisa..lecet2 mah banyak hiks hiks yg penting berfungsi deh..kirain gede ternyata cuma muat 9 sepatu cowo hehe",4,1
1742,Dwi,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,"kualitas barang krng bagus...
panduan pemasangan kurang niat..",3,0
1749,Erwin,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,pesan 3..1 white 2 naxy tp dtngnya tiga2nya smua white,3,0
509,L***a,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,Alhamdulillah.. setelah lama ditunggu tunggu..,5,1
510,L***a,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"fast respon
barang sesuai",5,1
1758,Sugih,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Barang dengan contoh gambar beda jauuuuh .. besi nya tipis , manual nya nga jelas alur nya , 
tulisan kecil .. buang2 duit aja",1,0
1764,Durahim,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"Pesennyaa motif kamu, yang datang malah putih.. gpp dah",3,0
511,z***v,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"harga murah , kualitas mantap",5,1
512,Ahmad,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"Sekalipun plat tipis, tapi sesuai harga, dan kalau sudah dirakit pasti kuat, namun tetap pakai perhitungan ...",5,1
1766,D***b,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Lama sampainya, pas datang bareng dgn pesanan yg belakangan, ada sobek di kursi plastiknya, tp udah gpp, nanti diusahain dilem",3,0
513,R***o,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,"bagus, kuat dan kokoh, pemasangannya aja sedikit ribet, tp worth it siih",5,1
1768,Asep,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,ga ada dudukan engsel pintu bawah... jadi kalow ngebuka bitu y ngejeblos ke dalam.. pengiriman sanagat lama kirim tgl 27 sampe tanggal 5 blna berikut y...,2,0
514,R***o,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,bagus dan kokoh,5,1
1769,Janis,Laci Kabinet Penyimpanan Lemari Kayu / Lemari Laci Kayu / Drawers Rack,"kecewa berat, tampak luar kiri kanan baut penguncinya tampak semua padahal di photo produk tidak ada bautnya.....nggak nyangka jaman sekarang masih ada perabot yg begini.",2,0
1780,W***i,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"baru beli 2 minggu, papan bagian dalam sdh meleot, sehingga susah ditutup. komplen ke seller diblgnya overload sepatunya. pdhal sy memasukkan sepatu sesuai kapasitas..dan...",1,0
515,Desi,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,barang sampai sesuai pesanan..tapi ada sedikit cacat mungkin dari expedisi nya kurang hati² ...gpp masih bisa dilem meski hasilnya kurang rapih..respon toko baik thank yo...,5,1
516,Repscollection,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,kaki2nya gatau gaksama apa gimana. jd gujlak gitu meja nya gerak2 karna kaki2nya gk pas:') syg bgt,4,1
1781,A***f,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,yah.. ada harga ada kualitas memang..,2,0
517,Desi,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,alhamdulilah..akhirnya datang juga kursinya bagus sesuai pesanan...respon toko baik makasih seler makasih juga buat bang kurirnya 👍,5,1
1785,Edy,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,"Baut berhamburan, sehingga tergencet papan dan pada somplak semua",2,0
518,Achmad,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Tidak ada ulasan,5,1
1786,n***a,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,Tidak ada ulasan,1,0
520,B***y,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"mudah2an awet tahan lama, brgnya bgs minimalis",5,1
1788,R***i,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"setelah -/+ 5bulan pembelian, joint atas dan tengah copot",1,0
521,E***a,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,bagus lumayan kokoh. pasang nya mudah,5,1
1798,G***k,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,kalau bisa tolong refund aja dong uangnya,1,0
522,Hendi,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"kualitas sesuai harga,  memang agak kecil dan pendek",5,1
1799,i***a,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,ada ccat,2,0
1803,Abdul,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"lobang meja kurang 1.......mau dibolongin sendiri tp dr besi,jd susah",3,0
523,Roni,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Bagus kursi nya oke👍👍,5,1
524,N***a,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Lucu mungil..
Barang bagus..
Pengiriman cepat..
Trims..",5,1
1807,Prihambodo,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,engsel,3,0
525,Mohamad,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"disainnya bagus. 
built qualitynya standart sesuai harga, kurang kokoh. 
kabel manajemen memang tantangan untuk meja seperti ini jadi harus pinter nyusun kabel, jangan se...",5,1
1808,Prihambodo,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,engsel gampang lepas,3,0
1810,Radiansyah,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,besi tipis &ringkih,3,0
526,Ade,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Instalasi mudah, part lengkap & ukuran sesuai deskripsi",5,1
527,Adi,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,kurang pengunci,5,1
1812,Anisa,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Pas dateng, kardus udah reyot, ternyata barangnya pun udah ngelotok semua :(
Kecewa sih, kualitasnya tidak sesuau",1,0
1815,Abdul,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"butuh kurleb 1,5 jam rakitnya dikarenakan kertas petunjuknya kurang begitu jekas, dan ada bbrp bagian cacat produksi",3,0
528,Ghea,Kursi Lipat / Kursi Lipat Outdoor / Kursi Belajar/Kursi Makan lipat,"salut adminnya fast respon, mautanggung jawab juga karena aku bilang kardus rusak karena kurir. tapi gk masalah selama gk verefek ke barang. minusnya dikit, cuma finishin...",4,1
529,Nita,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,trmksh dg harga 400rbu uda smpe rumah uda bisa dirangkai walo butuh waktu sejam tp puas sih ...,5,1
1816,Ahmad,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,"dari awal sudah saya info untuk sudut harap diberikan pengaman, agar tidak penyok sampe tujuan. untungnya beberapa penyok bagian belakang. hanya masih nampak penyok2 bagi...",3,0
1821,T***p,Laci Kabinet Penyimpanan Lemari Kayu / Lemari Laci Kayu / Drawers Rack,cukup foto udh mewakili komplain,2,0
530,Siti,Rak Gantung Baju Kayu/Stand Hanger/Rak Gantungan/Rak Baju/Rak Pakaian,"Meskipun memang sesuai review pembeli lain yaitu ukurannya minimalis, tapi buat rumah ku yang juga mini semua jadi keren dan simple. Thanks a lot seller",5,1
1832,B***n,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,paket kemasan kurang rapi dan jebol,3,0
531,I***y,Rak Susun Portabel / Tempat Buku / Rak Buku Kayu Minimalis / Rak Kamar,"rak bagus rapi, mudah di pasang  dan cepat sampai",5,1
1839,Artur,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Tidak ada ulasan,2,0
532,Ken,Laci Dorong kantor/Rak Arsip Berkas Kantor/Lemari Laci/Filling Kabinet,"Kualitas kurang baik, banyak lecet, kunci tidak berfungsi seperti stok lama. 
Utk kualtas sepadan dengan harga.",4,1
1840,j***i,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,1,0
533,Ken,Homedoki Meja Kerja dengan Pembatas / Meja Kantor / Meja Komputer,Pemasangan mudah tapi hanya tidak ada petunjuk maupun marking baut hanya dikira2 hitung2 sendiri. Besi dan papan meja kuat.,5,1
1844,A***a,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,tangga okelah produknya… pengirimannya yang lama.. di jasa ekspedisinya,1,0
534,Ken,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"Pemasangan mudah, tapi setelah semua baut terpasang kursi terasa goyang2 seperti kurang baut.
Untuk kualitas plastik sedang tidak tipis tidak tebal, di sender masih teras...",4,1
1849,Agus,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,"barang bagus, lumayan kuat dengan harga murah, kecewa sama pedagang dan kurir, order tgl 25, sampai tgl 2, padahal dari tangerang kota ke tangerang kabupaten... ckckck",2,0
536,Surya,Kursi Kamar / Dressing Stool / Kursi Rias/ Kamar Tidur Kursi Meja Rias,bagus,5,1
537,Surya,Meja Belajar Lipat / Meja Lipat Portable / Meja Kantor / Meja Kerja,bagus,5,1
1857,Sutedjoe,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,Barang sudah jorok sekali dan koyak,2,0
1858,A***N,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,"Lemarinya bau aneh gak ilang2 udah 2 mgg. Masang nya susah ampe jari berdarah,",2,0
538,S***l,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,barangnya bagus cm agak lentur di sandarannya,4,1
1864,w***i,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,ukuran anak2,3,0
539,muhamad,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,masangnya PR bgt see,5,1
540,muhamad,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,masangnya PR bgt seee,5,1
1867,V***n,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,barang rusak ttp aja dikirim,1,0
541,Hadi,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,barang ook.. instalasi mudah.. mur obeng dkk lengkap d dalam kardus.. recomended ini toko.. 👍👍,5,1
1872,ArtdictedFilms,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,ada beberapa part yang retak dan bocel. sudah coba komplain tapi responnya kurang okay. kualitasnya juga biasa aja.,3,0
1879,Adhyatma,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"produk tidak dapat dirakit sempurna, ada 1 lubang pada pintu laci yang tidak disediakan pada produk. akhirnya saya bor lubangnya sendiri alhamdulilah bisa. Video terlampi...",1,0
542,Rudi,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,"Barang bagus sesuai deskripsi, instalasi mudah, cuma kirimnya aja JNE sampai 5 hari tangerang-krw",5,1
1891,F***y,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,Kurang clear instruksi pasang nya. Beberapa part yang terkelupas juga,3,0
544,R***n,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Sesuai pesanan, cuman pengiriman agak lama.. Barang di terima dengan kemasan yg ada rusak di bagian ujung kardus, ada kerusakan tapi tidak terlalu signifikan, kurir menar...",4,1
1896,iRiaone,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,"desin ok banget, sayang bahannya tipis dan nggak sekuat seperti dalam gambar promosi.
kaki2 sy pikir dr kayu, ternyata bahannya dr pralon pvc tipis. jadi nggak kokoh. 
mu...",3,0
545,Y***s,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,Meja sudah diterima dalam kondisi baik dan dirakit,5,1
546,Donny,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,produk ok sesuai harga,5,1
1900,Ahmad,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"Barang yang dikirim seperti barang lama
Kardus udah buluk
Sterofoam pada nempel ke barang
Pas dibuka kayu nya patah
Kecewa banget!!!",1,0
547,I***n,Lemari Kabinet / Lemari Kayu / Lemari Kecil / Lemari Multifungsi,"Lemari gampang dirakit Harga oke banget Kualitas sangat bagus Warna sesuai seller juga ramah bgt, thanks ya",5,1
1905,Denny,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,cashback dicuri balek dibatalkan. pengiriman ke bali habis jutaan pecah semua. terlambat juga kargonya... waspada barang krg bener oglek2 pula tipis kompong.,1,0
549,T***n,Rak Sepatu kayu / Anti Debu Lemari Sepatu kayu lipat/ Rak Sepatu Susun,"Bagus, mudah dirakit",5,1
1911,D***a,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,meja nya onglek.. gasama rata panjang kakinya,2,0
550,Lila,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,pasang nya rempong banget!!! 😅😅😅,5,1
1918,Richard,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,"sayang banget kardusnya bolong, banyak baut yg hilang",3,0
551,S***h,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Barang sampai lengkap + tanpa cacat,5,1
1920,R***a,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"quality nya kurang, beban tumpu ada di pintu tapi baut nya di pasang vertikal tanpa penyangga.. hasil nya hitungan jam copot sendiri. saya harus bongkar lagi dan akalin t...",1,0
1930,ine,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,Tidak ada ulasan,2,0
554,Nur,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"mantap, semua terpasang dengan sempurna",5,1
1931,M***j,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Part-part bagian kayunya banyak yg somplak,3,0
560,Erizkiawan,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"kualitas lumayan.. untuk harga segitu, walaupun beberapa bagian ada yg boncel dan retak",4,1
561,Hengky,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,barangnya bagus cuma hidroliknya hitam kalau putih lbh keren makasih tetep bagus,5,1
1935,sandi,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,Tidak ada ulasan,2,0
563,Arie,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,alhamdulilla datang ontime. bagus nih,5,1
1937,Edy,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,Tidak ada ulasan,2,0
564,D***y,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"Pesanan sudah sampai terimakasih, recommend",5,1
1946,ardianta,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,TERNYATA KURANG SATU TINGKAT BESI DAN PAPANNYA TIDAK ADA,2,0
565,r***n,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"Gatau harus ngasih bintang berapa, karena meskipun dari pihak seller mengirim tepat waktu tapi ekspedisi super lambat dan tanpa ada kejelasan sama sekali. Tapi alhamdulil...",4,1
1951,Elisa,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,"Barang datang retak dan tidak ada baut. 

Kalo masalah retak bisa jadi salah ekspedisi. Saya bisa memaklumi. 

Masalah baut sudah ter solve dengan admin. Lagi menunggu ba...",2,0
1953,yongxionglin,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,Tidak ada ulasan,1,0
566,Ade,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Agak kecewa sih pas unboxing ada 2 komponen papan kiri kanan yang patah. Tolong di perhatikan lagi steorofom nya seharusnya yang agak tebelan untuk meminimalisir benturan,4,1
1956,Y***n,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"packing cuman dikasih kardus, meja datang dalam keadaan bolong. silahkan dinilai sendiri",1,0
