Nama Pelanggan,Produk,Ulasan,Rating
Kurniati,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,"bagian bawah lemarinya salah bolongan, jadi harus bikin lubang baru",1
Yuma,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,lubangnya krg hari ngelubangin lg..tp gpp mejanya bagus sesuai,4
Yanu,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"ok lah ya, memang untuk kokoh nya kurang tapi dengan harga yg murah termasuk ok, saran diletakkan di pojokan ruangan eehingga tidak rawan tersenggol dan terkena guncangan",4
Proeducation,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Sipppp,5
I***n,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"Proses cepat dan adminnya fast response. Kirim pake JNE ke bandung agak lama tapi alhamdulillah aman. Produk 100% sesuai gambar dan sesuai harga, perakitan mudah tapi kay...",5
riduan,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"Brg sesuai pesanan dan keren 
terima kasih",5
riduan,Rak Penyimpanan Susun 4/5 Tingkat Besi Rak Dapur Microwave Kamar Mandi,"Brg sesuai pesanan dan keren 
terima kasih",5
c***a,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,meja riasnya bagus,5
Iskandar,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,katanya barang sudah di serahkan ke kurir. nyatanya barang tak kunjung datang dan di nyatakan barang hilang. pembeli jadi merugi karena ongkir telah dibayar.. pengembalia...,1
I***r,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,katanya barang sudah di serahkan ke kurir. nyatanya barang tak kunjung datang dan di nyatakan barang hilang. pembeli jadi merugi karena ongkir telah dibayar.. pengembalia...,1
P***a,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,ternyata belakang.a bolong jd hrus mepet tembok 😄,5
P***a,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,good 👍🏻,5
Proeducation,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Baik... 2 unit telah diterima, hanya pada 1 unit tidak ada baut/ mur. Mohon sebelum pengiriman di cek dengan teliti terlebih dahulu apakah semuanya sudah komplit.",3
D***t,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"packing kurang bagus, harusnya di bungkus busa untuk menghindari benturan yg menyebabkan kerusakan, jadinya seperti ini,dan antara papan meja dan kaki meja tidak di ksh s...",3
Ahmad,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"semoga berkah yah gan, pokoknya mantap dah, semua ok sesuai dengan ekspetasi. thanks gan",5
toto,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Barangnya OK . . . mungkin sekedar saran, kalo di part kayu nya dikasih label penomorannya sesuai buku manual termasuk baut2 nya jadi ga cocoklogi, dan bisa langsung sat...",5
Raisha,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,"tutorial nya gampang pemasangan jg lancar, tp ada sparepart yg kurang jd harus kirim lg dengan ongkir yg kutanggung padahal bukan salahku hiks. tp so far adminya jg super...",4
Toppers32254491,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,Ada 2 lubang yg tidak simetris dg pasangannya sehingga sehingga saat diaplikasi dg pasangannya. Barang biasa dan ongkirnnya mahal banget.,3
Elina,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"ga bisa isi barang terlalu berat
...cm bagus aj buat dipajang...krn mur putar ny sering kebuka",4
E***i,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,"Quality Controlnya kurang bagus, sampe barang kotor berdebu ada beberapa bagian patah cuma masih berfungsi, buku manual yang diberikan tidak informatif sampe kesel ujung2...",4
H***y,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,Tidak ada ulasan,1
Subarnas,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"lumayan puyeng pas pemasangan,untung di youtube ada tutor nya,overall  bvus bt hrg segini",5
bahrudin,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,5
Hendy,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Recommend 👌👌,5
Ari,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,"sampai surabaya, agak bopeng kanan kiri entah pabrik atau ekspedisi. moga pembelian selanjutnya lebih aman",4
Fen,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,barang sesuai dengan gambar. bagus. walaupun awal agak bingung gimana pasang tapi bisa juga akhirnya. cuman ada penyok dikit dan terkelupas di bagian tertentu.,5
Himawan,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"kursinya enak. pas senderannya. harha juga lumayan murah, dan diangkat ringan",5
E***c,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,"Pengiriman Instan, Rakit sendiri, ada nomor2 nya.. Overall Okelah..",5
J***y,Homedoki Ultrasonic Cleaning Machine / Pembersih Cuci Peralatan Kecil,"Packingnya hanya dus original, itupun tidak dilakban. Barangnya tidak rusak walo packing begitu.",3
P***a,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,lumayan rumit pasang.a,5
Alfais,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"Brang ok, worth it untuk harga segitu. untuk sepatu cowok size besar ngga bisa masuk krn kurang dalam/lebar",5
Y***a,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,"bagus, sesuai gambar. tp susah pasangnya, ada gompel, dan ada yg lubangnya tidak pas",4
Y***a,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,"barang hilang dalam pengiriman. seller sulit dihubungi karena yg balas chat sepertinya sistem otomatis. 
setelah lebih dari 1 minggu baru refund.

saran: respon chat sesu...",4
Yulia,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Overall Barang nya bagus, tp ada 1 lubang yg tidak bisa masuk mur nya jadi di siasati dg taro ke posisi paling atas saja",5
Irawan,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Tidak ada ulasan,5
Ariwiw,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,bagusssssssss,5
Sachio,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Tidak ada ulasan,5
h***h,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,"Penilaian Toko (nilai 9/10):
esponsif, melayani dengan baik dan cepat.

Penilaian Produk (7/10):
Desain ok. Pemasangan tidak sulit dan terinformasi secara visual. kualita...",4
Daniel,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,kaki'y kurang rata,3
Rita,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"Good, untuk cara pemasangan detail bisa tanya ke admin 👍🏼",5
helmy,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"awalnya pasang nya rumit, tp setelah kursi ke dua udah tau strukturnya..terima kasih",5
helmy,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"material bagus, saya suka diameter kaki2nya tebal jadi kokoh",5
Dedi,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Tks sesuai dgn harganya,5
kristina,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,Tidak ada ulasan,5
Ary,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"kursinya turun terus saat diduduki, padahal tuas pegasnya tidak ditekan",3
Dinda,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet","Beli 6 susun, tp sistem tumpuk per 3 susun. Aneh bin maksa banget jual 6 susun. Gak dikasih baut mur sambungan nya pulak kok. Papan nya jg gak mendukung utk di sambung 6...",1
Khairunnisa,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"barang lumayan lah sesuai dengan harga. pemasangan relatif mudah, yang penting harus teliti baca manual + gambarnya. sudah termasuk baut2 dan obeng. hasilnya memuaskan se...",5
Qori,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,barang bagus tapi ternyata microwave aku merek Sharp kegedean microwave nya 🥲 akhirnya ga bisa di pake buat microwave tapi Alhamdulillah buat tempat yg lain,5
G***a,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,Tidak ada ulasan,5
D***y,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Kualitasnya bagus, ukuran sesuai dengan yang aku pesan, dan packingnya rapih banget setiap sisi ada bantalan styrofoam. Saran dikit aja setiap di bagian lancip ujung kayu...",5
Pratito,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"barang tidak sampai2 , sudah hampir 2 minggu",1
nurfauzi,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"bagian belakang drawer sama alasnya pake karton, selain itu plywood.",3
Erwhin,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Bahan bagus. Ringan diangkat. Ringkih (mejanya sangat tidak disarankan utk beban berat). Untuk numpang kaki bisa mleyot. Asal digunakan dengan hati2 insyaAllah awet.,4
Renita,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,Di salah satu box ada rangka yang salah ukuran dan kurang untuk bisa dirakit penuh. QC perlu diperhatikan.,2
warsim,Rak Serbaguna Rak Buku Portable Lemari Buku Serbaguna Rak Dekorasi,"Barang sudah datang dengan kondisi yang sangat baik 
Packing rapih
pemasangan mudah sudah tersedia petunjuk pemasangan",5
Eko,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,untuk pengiriman nya JNE lama gaea,5
AL,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,packing harus lebih dtail dan safety,5
Fitri,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,kualitas bagus. respon srller cepat. terima kasih,5
Yodi,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"barang sehat walafiat selamat sentosa, ringan tapi kuat",5
B***o,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Barang mantap, presisi sesuai deskripsi. Dirakit sekali langsung jadi",5
Siti,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,"barang bagus, ada 1 part yg hilang untung suami bisa ngakalinnya, makasih seller next beli rak sepatu😍",5
Y***a,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Mantabb bermanfaat sesuai gambar,5
I***h,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"sesuai pesanan, lengkap, tidak ada yg cacat, dipasang pas",5
N***y,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,"Ada pengelupasan cat di ujung pintu lemari. Pihak toko sy hubungi tetapi mrk angkat tangan, dan minta saya untuk hubungi bagian pengiriman, dgn alasan sdh diperiksa. Teta...",3
yudiahline,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,Kualitas produk dan pengiriman cepat dan rapih,5
s***i,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,material produk bagus. perakitan tidak sulit. hanya ada bbrp lubang mur yg blm terbuka penuh. pas utk meja belajar anak saya. packing rapi n aman.,5
E***o,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"produknya ok, pasangnya juga mudah. 
kokoh dan rapi",5
listiawati,Meja Ruang Tamu Meja Samping Tempat Tidur Meja Sofa Kayu Meja Nakas,Gak nyangka barang datang cepat dan sesuai deskripsi. next beli lagi jenis lain,5
W***u,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Maaf review apa adanya....
Seller: responsif, bersedia membantu, terimakasih
Pengirman: Lambat sekali JNE cargo Tangerng-Depok 7 hari (kalo terbang Jkt-amerika dah bolak...",3
Z***l,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,pengiriman sangat lama dan ada kerusakan,3
Eko,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,terbaik,5
Caecilia,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Tidak ada ulasan,1
Kelik,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Tidak ada ulasan,5
K***a,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,"pengiriman cepat, pengemasan bagus, barang datang agak berdebu, petunjuk pemasangan kecil, bagian engsel kaca belum dilubangi jadi pemasanganya agak susah ga tau kenapa p...",3
B***y,Meja Tamu Minimalis / Ruang Tamu Meja Kopi / Coffee Table / Meja Bulat,sesuai harga nya,5
Irfan,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"ok lumayan, masih kurang kokoh sedikit",4
I***n,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,"Alhamdulillah barang mantap, perjalanan Tangerang Bogor berjalan dengan aman tanpa lecet. Makasih gan",5
Heri,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,good product..👍🏻,5
Dwi,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,"kualitas barang krng bagus...
panduan pemasangan kurang niat..",3
khalid,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,oke,5
khalid,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,oke,5
Moolineshop,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,"Overal dgn harga 500rb yaah okeylaahh utk harga segini … merakitnya sekitar 3 jam krna sendirian, 
Klo mau ga lecet pakai same day aja pengiriman ..",5
Ngakan,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"pengiriman cepat, kondisi barang bagus, pemasangan mudah, kualitas sesuai harga",4
Achmad,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,pas banget buat laptop,5
Smartechs,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,meja bagus. sayangnya papan yang utk meja terlalu tipis. sebaiknya di tebalkan bagian atasnya atau di tambah rangka besi penahan jadi tidak gampang melengkung ketika diad...,4
Erwin,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,pesan 3..1 white 2 naxy tp dtngnya tiga2nya smua white,3
A***i,Kursi Kamar / Dressing Stool / Kursi Rias/ Kamar Tidur Kursi Meja Rias,anak saya suka.trims,4
B***g,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,5
ROHENDI,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"material nya bagus bngt..kokoh & kuat
sukses selalu",5
Khedot,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"pesanan sampai..seller ok..garcepp..
cuma kursi agak kecil ukuran nya..buat orang dewasa harus ditambah bantalan lagi..kalo buat anak seh pas..",5
neytie,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,kuat ok lah,5
Hans,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Mudah dipasang, bahan kokoh",5
aisya,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,5
HERRY,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,"harganya murah, barang lumayan, agak ribet merakitnya apalagi pake obeng manual, kudu pake tenaga ekstra, kurirnya amat sangat lelet, letoi, lemah, lambat sekali",5
Sugih,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Barang dengan contoh gambar beda jauuuuh .. besi nya tipis , manual nya nga jelas alur nya , 
tulisan kecil .. buang2 duit aja",1
Rainy,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,sesuai deskripsi respon cepat recommended seller trimakasih,5
cuplis,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Barangnnya bagus, ada jepitannya untuk naham supaya ga gampang rubuh👍👍",5
Nick,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,"Decent quality, quickly delivered, would order from this vendor again.",5
Iskandar,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,kenapa pintunya miring yah?,5
Veronica,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Bahannya bagus, super, mudah dirakit, warnanya kerean, pokoknya memuaskan, rekomended banget, ayo belilah....jangan pilih yg lain. Ini murah dan berkualitas, saya mau upl...",5
Durahim,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"Pesennyaa motif kamu, yang datang malah putih.. gpp dah",3
D***b,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Mantap, mulus barangnya sesuai deskripsi. Tks Gan.",5
D***b,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Lama sampainya, pas datang bareng dgn pesanan yg belakangan, ada sobek di kursi plastiknya, tp udah gpp, nanti diusahain dilem",3
Bkb,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"bagus, sesuai deskripsi",5
Asep,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,ga ada dudukan engsel pintu bawah... jadi kalow ngebuka bitu y ngejeblos ke dalam.. pengiriman sanagat lama kirim tgl 27 sampe tanggal 5 blna berikut y...,2
Janis,Laci Kabinet Penyimpanan Lemari Kayu / Lemari Laci Kayu / Drawers Rack,"kecewa berat, tampak luar kiri kanan baut penguncinya tampak semua padahal di photo produk tidak ada bautnya.....nggak nyangka jaman sekarang masih ada perabot yg begini.",2
Selma,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"barang oke, hanya sedikit defect aja",4
sudarwanto,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,barang sampai tepat waktu,5
Nirwan,Tingkatkan Kabinet Sepatu Kayu Minimalis / Rak Sepatu Kayu Multifungsi,"Alhamdulillah barang sampai dengan selamat, tanpa cacat, gompal2 sedikit msh bisa dimaklumi lah,
untuk perakitan sedikit terganggu,
kalo gambar sih lumayan bantu,
cm dipr...",5
yongky,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,sampai,5
A***f,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"barang bagus, perakitan sangat mudah. 

Terima kasih seller ⭐⭐⭐⭐⭐",5
chintami,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"respon cepat, barang juga cepat sampe , sesuai dengn pesanan kualitas jug sesuai harga, hanya banyak lecet d bagian samping v gpp masih ok , trimakasih",5
Oki,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,blm di pasang tp thanks barang sudah sampai,4
dhya,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,"bagus banget meja riasnya, aq suka, brg mulus",5
Yuki,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Alhamdulillah.. Nyari2 rak buku akhirx dpt yg bagus. installasi lumanyan mudah u/ dikerjain sendiri, wlw agak ribet krn hrs pegang rak sendiri smbl pasang skrup nya. Yang...",5
ah,Meja Kayu/ Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi,"fast respon ,

rangka plat lumayan kuat kokoh , cuman spt nya gak tahan panas di lapisan kayu nya ,

packing super rapi aman , cuman ada nampak sompel sikittttttt saja ke...",5
W***i,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"baru beli 2 minggu, papan bagian dalam sdh meleot, sehingga susah ditutup. komplen ke seller diblgnya overload sepatunya. pdhal sy memasukkan sepatu sesuai kapasitas..dan...",1
A***f,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,yah.. ada harga ada kualitas memang..,2
S***i,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,paket sdh sampai...pengemasan rapi. Terimakasih.,5
Sagita,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"ada 1 papan yang gak ada. jadinya bolong gitu laci bawahnya. mau proses komplain males. jadi ya udah dibiarin aja. tapi masih jadi sih, cuma laci yg bolong itu mesti dita...",4
V***i,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Bahannya bagus , tebal dan halus . Produk sesuai gambar , harga ok",5
Edy,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,"Baut berhamburan, sehingga tergencet papan dan pada somplak semua",2
n***a,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,Tidak ada ulasan,1
Asri,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,Tidak ada ulasan,5
R***i,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"setelah -/+ 5bulan pembelian, joint atas dan tengah copot",1
Ratna,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Barangnya baguss, cuman ada sedikit lecet2 (mungkin karena pengirimannya), tapi masih okesih",5
Puthut,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Bagus kualitas barangnya,5
agus,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Lumayan bagus..sesuai harapan.,4
Tan,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,bagus sekali bisa duduk duduk sambil ngeteh,5
diana,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,mungkin sedikit saran buat mempermudah instalasi setiap bagiannya dikasih nomor/stiker keterangan yang di cocokkan dengan tutorial di YouTube... so far so good lumayan ga...,5
Rangga,Tingkatkan Kabinet Sepatu Kayu Minimalis / Rak Sepatu Kayu Multifungsi,"Fast response..Barang sesuai pesanan.Kualitas barang baik..manual cukup membantu, tp akhirnya berhasil di rakit. Recommended seller 👍👍",5
Fachry,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Mantap sesuai barangnya pengiriman cepat dan bisa di rakitin,5
Bagas,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,gudd,5
z***i,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,cocok buat yg rumahnya mini,5
G***k,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,kalau bisa tolong refund aja dong uangnya,1
i***a,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,ada ccat,2
L***a,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Tidak ada ulasan,5
hary,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,ada beberapa bagian yg cacat,5
Tetet,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,"barang sdh sampai, terima kasih, barang sesuai deskripsi.",5
Abdul,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"lobang meja kurang 1.......mau dibolongin sendiri tp dr besi,jd susah",3
Sayogi,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,kurir si segit males,5
Santo,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"material baik, barang sesuai deskripsi, delivery aman dan cepat, berfungsi baik, recommended seller",5
B***g,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,Tidak ada ulasan,5
Prihambodo,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,engsel,3
Prihambodo,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,engsel gampang lepas,3
Eduardus,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"sesuai deskripsi, respond cepat, bagus n kokoh, Tks",5
Radiansyah,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,besi tipis &ringkih,3
Dwi,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,tangga sudah di terima,5
Anisa,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Pas dateng, kardus udah reyot, ternyata barangnya pun udah ngelotok semua :(
Kecewa sih, kualitasnya tidak sesuau",1
s***a,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"beli 2 buah, sudah dirakit tapi memang pengiriman cukup lama.",5
A***r,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Plug and play, mantap. Kualitas bagus sesuai deskripsi. Cuma ada cacat pengiriman mungkin,ada yang penyok dikit bagian pojok. Overall ok",5
Abdul,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"butuh kurleb 1,5 jam rakitnya dikarenakan kertas petunjuknya kurang begitu jekas, dan ada bbrp bagian cacat produksi",3
Ahmad,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,"dari awal sudah saya info untuk sudut harap diberikan pengaman, agar tidak penyok sampe tujuan. untungnya beberapa penyok bagian belakang. hanya masih nampak penyok2 bagi...",3
Wiwi,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,barang sampai rumah mulus tanpa cacat dan tdk ada baut yg kurang. pengiriman cepat. terima kasih,5
O***e,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,bagus mejanya .. lumayan besar.,5
Adi,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Kokoh, mudah dipasang (asal baca petunjuknya teliti dan pelan pelan)",5
Rendra,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"Ok berjalan lancar, meskipun buku petunjuk terlalu minim info sehingga untuk merakit jadi lama",5
T***p,Laci Kabinet Penyimpanan Lemari Kayu / Lemari Laci Kayu / Drawers Rack,cukup foto udh mewakili komplain,2
Aldo,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Good,5
R***i,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Oke banget,5
