,Nama Pelanggan,Produk,Ulasan,Rating,label
1760,cuplis,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Barangnnya bagus, ada jepitannya untuk naham supaya ga gampang rubuh👍👍",5,1
1761,Nick,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,"Decent quality, quickly delivered, would order from this vendor again.",5,1
1762,Iskandar,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,kenapa pintunya miring yah?,5,1
1763,Veronica,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Bahannya bagus, super, mudah dirakit, warnanya kerean, pokoknya memuaskan, rekomended banget, ayo belilah....jangan pilih yg lain. Ini murah dan berkualitas, saya mau upl...",5,1
1764,Durahim,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"Pesennyaa motif kamu, yang datang malah putih.. gpp dah",3,0
1765,D***b,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Mantap, mulus barangnya sesuai deskripsi. Tks Gan.",5,1
1766,D***b,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Lama sampainya, pas datang bareng dgn pesanan yg belakangan, ada sobek di kursi plastiknya, tp udah gpp, nanti diusahain dilem",3,0
1767,Bkb,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"bagus, sesuai deskripsi",5,1
1768,Asep,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,ga ada dudukan engsel pintu bawah... jadi kalow ngebuka bitu y ngejeblos ke dalam.. pengiriman sanagat lama kirim tgl 27 sampe tanggal 5 blna berikut y...,2,0
1769,Janis,Laci Kabinet Penyimpanan Lemari Kayu / Lemari Laci Kayu / Drawers Rack,"kecewa berat, tampak luar kiri kanan baut penguncinya tampak semua padahal di photo produk tidak ada bautnya.....nggak nyangka jaman sekarang masih ada perabot yg begini.",2,0
1770,Selma,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"barang oke, hanya sedikit defect aja",4,1
1771,sudarwanto,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,barang sampai tepat waktu,5,1
1772,Nirwan,Tingkatkan Kabinet Sepatu Kayu Minimalis / Rak Sepatu Kayu Multifungsi,"Alhamdulillah barang sampai dengan selamat, tanpa cacat, gompal2 sedikit msh bisa dimaklumi lah,
untuk perakitan sedikit terganggu,
kalo gambar sih lumayan bantu,
cm dipr...",5,1
1773,yongky,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,sampai,5,1
1774,A***f,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"barang bagus, perakitan sangat mudah. 

Terima kasih seller ⭐⭐⭐⭐⭐",5,1
1775,chintami,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"respon cepat, barang juga cepat sampe , sesuai dengn pesanan kualitas jug sesuai harga, hanya banyak lecet d bagian samping v gpp masih ok , trimakasih",5,1
1776,Oki,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,blm di pasang tp thanks barang sudah sampai,4,1
1777,dhya,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,"bagus banget meja riasnya, aq suka, brg mulus",5,1
1778,Yuki,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Alhamdulillah.. Nyari2 rak buku akhirx dpt yg bagus. installasi lumanyan mudah u/ dikerjain sendiri, wlw agak ribet krn hrs pegang rak sendiri smbl pasang skrup nya. Yang...",5,1
1779,ah,Meja Kayu/ Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi,"fast respon ,

rangka plat lumayan kuat kokoh , cuman spt nya gak tahan panas di lapisan kayu nya ,

packing super rapi aman , cuman ada nampak sompel sikittttttt saja ke...",5,1
1780,W***i,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"baru beli 2 minggu, papan bagian dalam sdh meleot, sehingga susah ditutup. komplen ke seller diblgnya overload sepatunya. pdhal sy memasukkan sepatu sesuai kapasitas..dan...",1,0
1781,A***f,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,yah.. ada harga ada kualitas memang..,2,0
1782,S***i,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,paket sdh sampai...pengemasan rapi. Terimakasih.,5,1
1783,Sagita,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"ada 1 papan yang gak ada. jadinya bolong gitu laci bawahnya. mau proses komplain males. jadi ya udah dibiarin aja. tapi masih jadi sih, cuma laci yg bolong itu mesti dita...",4,1
1784,V***i,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Bahannya bagus , tebal dan halus . Produk sesuai gambar , harga ok",5,1
1785,Edy,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,"Baut berhamburan, sehingga tergencet papan dan pada somplak semua",2,0
1786,n***a,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,Tidak ada ulasan,1,0
1787,Asri,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,Tidak ada ulasan,5,1
1788,R***i,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"setelah -/+ 5bulan pembelian, joint atas dan tengah copot",1,0
1789,Ratna,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Barangnya baguss, cuman ada sedikit lecet2 (mungkin karena pengirimannya), tapi masih okesih",5,1
1790,Puthut,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Bagus kualitas barangnya,5,1
1791,agus,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Lumayan bagus..sesuai harapan.,4,1
1792,Tan,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,bagus sekali bisa duduk duduk sambil ngeteh,5,1
1793,diana,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,mungkin sedikit saran buat mempermudah instalasi setiap bagiannya dikasih nomor/stiker keterangan yang di cocokkan dengan tutorial di YouTube... so far so good lumayan ga...,5,1
1794,Rangga,Tingkatkan Kabinet Sepatu Kayu Minimalis / Rak Sepatu Kayu Multifungsi,"Fast response..Barang sesuai pesanan.Kualitas barang baik..manual cukup membantu, tp akhirnya berhasil di rakit. Recommended seller 👍👍",5,1
1795,Fachry,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Mantap sesuai barangnya pengiriman cepat dan bisa di rakitin,5,1
1796,Bagas,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,gudd,5,1
1797,z***i,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,cocok buat yg rumahnya mini,5,1
1798,G***k,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,kalau bisa tolong refund aja dong uangnya,1,0
1799,i***a,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,ada ccat,2,0
1800,L***a,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Tidak ada ulasan,5,1
1801,hary,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,ada beberapa bagian yg cacat,5,1
1802,Tetet,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,"barang sdh sampai, terima kasih, barang sesuai deskripsi.",5,1
1803,Abdul,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"lobang meja kurang 1.......mau dibolongin sendiri tp dr besi,jd susah",3,0
1804,Sayogi,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,kurir si segit males,5,1
1805,Santo,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"material baik, barang sesuai deskripsi, delivery aman dan cepat, berfungsi baik, recommended seller",5,1
1806,B***g,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,Tidak ada ulasan,5,1
1807,Prihambodo,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,engsel,3,0
1808,Prihambodo,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,engsel gampang lepas,3,0
1809,Eduardus,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"sesuai deskripsi, respond cepat, bagus n kokoh, Tks",5,1
1810,Radiansyah,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,besi tipis &ringkih,3,0
1811,Dwi,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,tangga sudah di terima,5,1
1812,Anisa,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Pas dateng, kardus udah reyot, ternyata barangnya pun udah ngelotok semua :(
Kecewa sih, kualitasnya tidak sesuau",1,0
1813,s***a,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"beli 2 buah, sudah dirakit tapi memang pengiriman cukup lama.",5,1
1814,A***r,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Plug and play, mantap. Kualitas bagus sesuai deskripsi. Cuma ada cacat pengiriman mungkin,ada yang penyok dikit bagian pojok. Overall ok",5,1
1815,Abdul,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"butuh kurleb 1,5 jam rakitnya dikarenakan kertas petunjuknya kurang begitu jekas, dan ada bbrp bagian cacat produksi",3,0
1816,Ahmad,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,"dari awal sudah saya info untuk sudut harap diberikan pengaman, agar tidak penyok sampe tujuan. untungnya beberapa penyok bagian belakang. hanya masih nampak penyok2 bagi...",3,0
1817,Wiwi,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,barang sampai rumah mulus tanpa cacat dan tdk ada baut yg kurang. pengiriman cepat. terima kasih,5,1
1818,O***e,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,bagus mejanya .. lumayan besar.,5,1
1819,Adi,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Kokoh, mudah dipasang (asal baca petunjuknya teliti dan pelan pelan)",5,1
1820,Rendra,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"Ok berjalan lancar, meskipun buku petunjuk terlalu minim info sehingga untuk merakit jadi lama",5,1
1821,T***p,Laci Kabinet Penyimpanan Lemari Kayu / Lemari Laci Kayu / Drawers Rack,cukup foto udh mewakili komplain,2,0
1822,Aldo,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Good,5,1
1823,R***i,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Oke banget,5,1
1824,YUDI,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"barang sudah diterima dg baik
terima kasih atas perhatian dan kerja samanya ya",5,1
1825,Nora,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,Tidak ada ulasan,5,1
1826,b***i,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,👍👍👍👍👍,5,1
1827,Fiesta,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"lubang power ternyata 1, di gambar 2

bilangnya + shelf kalau power 2",5,1
1828,Slamet,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"barang sesuai deskripsi, gampang di install, seller fast respon",5,1
1829,Fikri,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"paket diterima dengan baik, ada goresan tapi dapat dimaklumi.",5,1
1830,Ahmad,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Tidak ada ulasan,5,1
1831,Ian,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,"respon ok.. barang berfungsi.. 
belum kelar.. ada sebagian yg mesti diakalin..",5,1
1832,B***n,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,paket kemasan kurang rapi dan jebol,3,0
1833,A***a,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,Bagus. Sesuai deskripsi. Ada instruksi yg jelas untuk rakit sendiri.,5,1
1834,A***i,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,bautnya ada yang kurang.. tutup kabinet yang belakang kurang pas.. selebihnya sesuai,5,1
1835,Billy,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"barangnya mudah di rakit, kualitas standard rakitan...saran : sepatu ukuran besar ga bisa di pasang lapisan tengah, ga muat. kalo ga dipasang sepatunya jatuh jatuh kedala...",4,1
1836,Ahmad,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,bagus banget,5,1
1837,Melinda,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,"bahan spt plastik, jahitan n warna ok sih",5,1
1838,R***o,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Barang cukup bagus, untuk kerusakan pada papan minim. overall sesuai dengan deskripsi.",5,1
1839,Artur,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Tidak ada ulasan,2,0
1840,j***i,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,1,0
1841,H,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,Sesuai deskripsi... dan fast response,5,1
1842,Farell,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,4,1
1843,Dwi,Saklar Pintar / Saklar Listrik / Smart BREAKER ON OFF Switch Wireless,"Oke,brg bagus, dapat di harga bagus.. trmksh",5,1
1844,A***a,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,tangga okelah produknya… pengirimannya yang lama.. di jasa ekspedisinya,1,0
1845,Herman,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"ketika seller terbaik bersatu dengan kurir terbaik menghasilkan kepuasan pelanggan yang maksimal.
rekomendasi seller dan kurir Sicepat.",5,1
1846,Gery,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Barang sudah diterima dan dipakai, kualitas meja baik, mudah juga dirakitnya.",5,1
1847,JUNG,Meja Ruang Tamu Meja Samping Tempat Tidur Meja Sofa Kayu Meja Nakas,"packing & kondisi barang ok. mudah pasang, hanya mutar2 kaki. ukuran juga pas utk bedside table.",5,1
1848,E***e,(NEW) Rak Kosmetik Susun 3 TIPE Kotak Penyimpanan Makeup Organizer,ringan tapi tidak ringkih. Harap harap cemas krn liat dari ulasan byk yg pecah retak dsb nya. Beli 2 dan dua duanya sempurna. Sebelumnya minta tolong utk di kemas dgn ama...,5,1
1849,Agus,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,"barang bagus, lumayan kuat dengan harga murah, kecewa sama pedagang dan kurir, order tgl 25, sampai tgl 2, padahal dari tangerang kota ke tangerang kabupaten... ckckck",2,0
1850,gerry,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,sebagian lobang bautnya kurang pas resiko beli di online ...so harus ngelubangin sendiri. Cocoklah ada harga barang bagus. thanks,4,1
1851,A***i,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"mantap,,, barangnya sesuai deskripsi... proses rakit..tksi",5,1
1852,ITARA,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"Thanks, barang2 jd rapi",5,1
1853,ITARA,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,👍👍👍👍 thanks seller,5,1
1854,Poltak,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,"Barang tiba sesuai jadwal. Anak tangga ternyata lebih sempit dari dugaan saya, tapi secara umum masih fungsional dan tingginya sesuai ekspektasi.",5,1
1855,Doyan,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Alhamdulillah part lengkap semua, pake cargo gokil 2 Hari sampe tp barang sampe dengan aman , sudah dipasang & bagus , seller juga sopan & sabar , recommended sho...",5,1
1856,rerirOtasia,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"walau agak susah pasangnya, tapi bangkunya cakep . semoga awet",5,1
1857,Sutedjoe,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,Barang sudah jorok sekali dan koyak,2,0
1858,A***N,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,"Lemarinya bau aneh gak ilang2 udah 2 mgg. Masang nya susah ampe jari berdarah,",2,0
1859,d***o,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,ok.,5,1
1860,v***s,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,Kualitas barang sesuai dengan harganya.,5,1
1861,Yanti,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,sy kurang puas.mutunya agak tipis tdk sprt merk ikea,4,1
1862,A***f,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"barang lengkap, gampang pemasangan",5,1
1863,B***a,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,lengkap bagus mudah pengerjaan nya.terima kasih,5,1
1864,w***i,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,ukuran anak2,3,0
1865,Nurbilla,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,raknya bagus,5,1
1866,arrie,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"ternyata untuk keseimbangan agak kurang...rawan jatuh ke depan...makanya disediakan semacam penahan yang ditaruh didinding agar bisa diikat ke lemarinya.

modelnya bagus,...",5,1
1867,V***n,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,barang rusak ttp aja dikirim,1,0
1868,C***a,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,"Produk bagus, kokoh, packing rapi, pengiriman cepat. Mungkin petunjuk pemasangan bisa diperbesar lagi tulisannya",5,1
1869,Kisko,Homedoki Meja Kerja dengan Pembatas / Meja Kantor / Meja Komputer,"Tolong perhatikan bagian autochat utk CS nya, jangan sampai membingungkan customer. Produk bagus..",4,1
1870,F***a,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"barang bangus, ngerakitnya cukuo mudah hanya gambarnya kurang jelas. makasih",5,1
1871,Y***a,Tingkatkan Kabinet Sepatu Kayu Minimalis / Rak Sepatu Kayu Multifungsi,Lumayan bagus hanya dalam perakitan ada lubang yg ga lurus dengan lubang pasangannya jd hrs buat lubang baru. Disarankan perakitan dilakukan oleh ahli hehe thankyou,5,1
1872,ArtdictedFilms,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,ada beberapa part yang retak dan bocel. sudah coba komplain tapi responnya kurang okay. kualitasnya juga biasa aja.,3,0
1873,Ilyas,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"sesuai dama budget barangnya, dan untuk pelayanan cepat",4,1
1874,nuridho,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,bahanya bagus kualitas bagus,5,1
1875,Alif,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,mantap,5,1
1876,S***i,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"sudah di note utk cek kelengkapan barang sebelum dkirim, tp masih kurang jg untuk engselnya, alhasil menyusul dkirim terpisah..",4,1
1877,F***h,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"susah di panduan masangnya. kurang detail, cuman sekertas doang dan agak hancur panduannya saat perjalanan. overall udah ok",5,1
1878,Kartika,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"proses cepat, barang memuaskan",5,1
1879,Adhyatma,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"produk tidak dapat dirakit sempurna, ada 1 lubang pada pintu laci yang tidak disediakan pada produk. akhirnya saya bor lubangnya sendiri alhamdulilah bisa. Video terlampi...",1,0
1880,Sartono,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,barangnya bagus dan sesuai pakingnya baik dan pengirimannya cepat👍👍👍,5,1
1881,D***e,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,top mangtappppppp😍,5,1
1882,Noza,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,mantabs... barang sesuai pesanan dan cepat sampai,5,1
1883,E***h,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,ada yg kurang tatakan bawah ga lengkap,4,1
1884,E***d,Kursi Kamar / Dressing Stool / Kursi Rias/ Kamar Tidur Kursi Meja Rias,seller responsif dan pengiriman cepat. tapi kualitas barangnya biasa banget. made in china crap lah. agak letoy lagi.,4,1
1885,Yo,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,Barang nya ok dan rapih,5,1
1886,M***a,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Bautnya kurang 1,4,1
1887,Mahendra,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"Thanks, semua unitnya aman tdk ada yg rusak ataupun cacat, thanks.",5,1
1888,Eman,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,belum di rakit semoga awet,5,1
1889,Andono,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,barang ok sesuai dengan deskripsi,5,1
1890,F***n,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"rakit mudah, tapi finishing edge tajem, kegesek luka",5,1
1891,F***y,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,Kurang clear instruksi pasang nya. Beberapa part yang terkelupas juga,3,0
1892,U***r,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,mantabb,5,1
1893,I***a,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"barang oke, tapi pengiriman tidak oke. saya mesti ambil sendiri barang di gudang ekspedisi",5,1
1894,I***a,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,barang oke. pengiriman tidak oke. saya di minta ambil sendiri barang di gudang expedisi,5,1
1895,Fitri,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,bagus,5,1
1896,iRiaone,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,"desin ok banget, sayang bahannya tipis dan nggak sekuat seperti dalam gambar promosi.
kaki2 sy pikir dr kayu, ternyata bahannya dr pralon pvc tipis. jadi nggak kokoh. 
mu...",3,0
1897,A***g,Rak Serbaguna Rak Buku Portable Lemari Buku Serbaguna Rak Dekorasi,sesuai deskripsi,5,1
1898,yus,Rak Serbaguna Rak Buku Portable Lemari Buku Serbaguna Rak Dekorasi,"Kualitas barang bagus, kokoh dan bagus di tempatkan di kamar sebagai pemanis ruangan. Desainnya sederhana, tapi apik dilihat. Tks",4,1
1899,Fauziah,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,bagus tapi cukup susah ya pasangnya,5,1
1900,Ahmad,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"Barang yang dikirim seperti barang lama
Kardus udah buluk
Sterofoam pada nempel ke barang
Pas dibuka kayu nya patah
Kecewa banget!!!",1,0
1901,Hilda,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Barang nyampe cepat, alhamdulillah selamat, tapi ada satu bagian rangka yang hampir patah, masih bisa diakalin",4,1
1902,shandy,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Ok lah sesuai harga, ada bbrp retakan tp di bagian belakang jadi aman dhe ,",5,1
1903,Maurice,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,Barang sudah di terima dengan baik.,5,1
1904,Maurice,Tas Kosmetik / Tas Make Up / Rak Kotak Make Up / Rak Kosmetik,Barang sudah di terima dengan baik.,5,1
1905,Denny,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,cashback dicuri balek dibatalkan. pengiriman ke bali habis jutaan pecah semua. terlambat juga kargonya... waspada barang krg bener oglek2 pula tipis kompong.,1,0
1906,l***a,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,ok,5,1
1907,A***h,(NEW) Rak Kosmetik Susun 3 TIPE Kotak Penyimpanan Makeup Organizer,"Gokil, bahannya tebel dan kokoh! Halus pula pas dibuka-tutupnya. Packingnya juga oke. Cuman sayang banget ada yang pecah di pojokannya. :"" 
Padahal udah di-bubble wra...",5,1
1908,b***o,Saklar Pintar / Saklar Listrik / Smart BREAKER ON OFF Switch Wireless,"baru di seting, alhamdulillah fungsi. semoga Awet",5,1
1909,Andi,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,"Panduannya pake bahasa mandarin, tapi jadi harus nebak2 sendiri, untung bisa kelar tapi kualitas bagus!",5,1
1910,Yusuf,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,Ok...sempet bingung waktu ngerakitnya... Tapi puas hasil nya,5,1
1911,D***a,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,meja nya onglek.. gasama rata panjang kakinya,2,0
1912,A***r,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,good,5,1
1913,Fajar,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,kokoh dan bagus,5,1
1914,Wahyu,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,"Meja minimalis cantik dan kekinian, buatan rapi, material bagus, harga murah",5,1
1915,Mul,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Perlu penambahan kualitas kayu..
Good",4,1
1916,Indra,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,bagus banget kursi ini udh beli yg kedua!,5,1
1917,Nur,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,bagus cuma sayang ada yg kelupas bagian atasnya,5,1
1918,Richard,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,"sayang banget kardusnya bolong, banyak baut yg hilang",3,0
