Nama Pelanggan,Produk,Ulasan,Rating
Bagir,Bantal / Alas Duduk Lesehan Panjang Sofa/Kursi rebounded | FC07,"barang sesuai deskripsi, cuma warna agak beda antara ukuran gede sama kecil",4
C***a,meja tamu / coffee table / lesehan bulat minimalis | MS12,produk bagus. perlu ditingkatkan kerapihannya supaya bisa bintang lima,4
o***x,Alas Bantal Duduk kursi / Lesehan bulat rebounded edition | PFC15,👍🏻👍🏻👍🏻👍🏻,5
H***a,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"Bahan dan design cukup oke dan tidak terlalu presisi, mungkin handmade, tapi berat di produk mungkin bisa di sesuaikan 1 kaki ukuran 25cm berat 1,5 kg beli 4 kaki (1 set)...",4
Mahmud,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Tidak ada ulasan,2
Mahmud,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Tidak ada ulasan,2
Mahmud,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Tidak ada ulasan,2
Mahmud,GROMMET TUTUP LUBANG KABEL Bulat dan Persegi Panjang (Additional),Tidak ada ulasan,2
D***a,Alas Bantal Duduk Lesehan bulat Sofa/Kursi rebounded | FC0,"Bahannya bagus, sampainya juga cepat. Terima kasih 🙏🏻",5
A***m,Meja tamu / kopi minimalis bundar / bulat kayu | MW01,"Sesuai harga, good..",5
Miranti,Alas Bantal Duduk kursi / Lesehan Minimalis cushion edition | PFC01,empuk bgt,5
b***p,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"barang original, pengiriman cepat, bahan enak, kursi empuk",5
Rafif,Meja kerja / belajar / komputer / laptop minimalis | MSB11,Saran: Penambahan tanda-tanda penempatan kaki-kaki dan penempatan screw yang lebih detail akan mempermudah konsumen untuk assembly. Selain itu cukup memuaskan sesuai deng...,5
D***a,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,oke mantap,5
Amalia,Meja belajar tulis dan Laptop kayu minimalis - MSB11,barang sudah sampai dengan aman. yg perlu diperhatikan lagi mungkin finishing produk ada yang nggak rapi. tips buat yg pembeli kaki2nya dipasang 1 mur dulu dibagian dalam...,5
P***i,Meja kerja / belajar kayu minimalis edition | MSB09,"packingnya rapih dan aman, sellernya responsif",5
Regina,meja tamu / coffee table / lesehan bulat minimalis | MS12,cepet banget kirim nya...ga sampe 2 jam udah di terima..makasih yaaa...barang bagus sesuai deskripsi..bakal langganan deh,5
V***V,Meja Kerja dan Belajar Hairpin Minimalis 120x60| MK13,"Kualitas ok sesuai harga, cuman goyang mejanya karena bentuk kaki2 yang kurang kokoh",4
k***a,Busa Rebounded Kotak Pengganti Bantal / sofa - Arctia,good brngnya ... cpt pengirimannya .... brng mo dtng di ksh tau ma kurirnya ... puas banget ...,5
Nia,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"fast respond. nyampenya jg cpt. mungkin kualitas busanya mmg bgs shg hrganya segitu dgn ukuran segitu. cuma pilihan warnanya terbatas. ga ada yg cerah spt orange, marun d...",5
Indahres,Busa Rebounded Bulat Pengganti Bantal / sofa / matras - Archips,ternyata hanya busanya hihi,5
Evan,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,bagooooss bangeuiitt  keliatannya kokoh belom d coba d fix ke meja tp keliatanya nicee,5
Rikho,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"Bagus, bantalnya empuk, packing jg rapih, terimakasih ya",5
Firgia,Meja kerja / belajar / komputer / laptop minimalis | MSB11,"baut yg di kasih kepanjangan, terpaksa harus beli baut yg agak pendek, pasangnya sangat susah, selebihnya puas banget",4
Anitra,Meja tamu / kopi kayu minimalis oval edition | MW02,ada celah dipinggir. bagus diphoto. menurutku harga harusnya maksimal 150an,3
Demitrius,Bantal / Alas Duduk Lesehan Panjang Sofa/Kursi rebounded | FC07,Tidak ada ulasan,5
Y***a,kursi sofa kotak stool edition - earias,Tidak ada ulasan,5
J***n,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,Bagus. Rapih jahitannya.,5
M***s,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"waktu pemrosesan barang diundur cukup lama, sebetulnya bisa maklum karna masa lebaran, cuma lebih baik klo seller ngasih informasi ke pembeli. salah satu plat ada yg beng...",3
Ifatmallist,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"mantap barang bagus, suka!",5
helmi,Meja kerja / belajar / komputer / laptop square edition | MSB13,"Bagus, sesuai👍🏻",5
Gavin,meja tamu / coffee table / lesehan bulat minimalis | MS12,Cth: Ukuran dan warna sesuai dengan foto.,3
Luthfiadi,Kaki meja kayu / Wooden Table Legs square editions Heavy Duty | TL04,"Sippp barang sesuai pesanan, kualitas lumayan, ga begitu mulus finishing nya, tp bahan kayunya kokoh.",5
yeyen,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"sangat bagus barang nya, adminnya juga ramah saya suka mejanya cepat jg sampainya",5
f***n,Meja Hairpin Coffee Table Minimalis | MK27,meja berfungsi dengan baik,4
Y***n,Busa Rebounded Bulat Pengganti Bantal / sofa / matras - Archips,bagus .. tp ternyata kebesaran buat kursiku..haha.. tak apa lah bisa dipotong pinggirnya. ga sekaku yg kubayangkan sih.,5
Eka,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Sesuai deskripsi barang datang cepat dan seller sangat rekom dan cepat respon🙏🙏,5
Dheratiana,meja tamu / coffee table / lesehan bulat minimalis | MS12,Tidak ada ulasan,5
I***i,Meja kerja / belajar / komputer / laptop minimalis | MSB11,"kebersihan barang kurang diperhatikan, bekas lem msh belepotan di edging top table, tapi overall barang oke lah utk harga segitu, kemasan aman",3
Dhika,Kaki meja kayu / wooden table legs miring editions heavy duty | TL06,"Rapih, Packing aman 👍",5
Gathan,Meja Kerja dan Belajar Hairpin Minimalis | MK13,bagus coeg😃👍,5
Deny,WARA - Rak Dinding Gantung dan Tempel Minimalis - Pengrajin.com,"barangnya bagus..., rapih... 👍👍",5
Chazanouva,TIOR - kursi bangku Stool busa minimalis rounded edition - Pengrajin,Cat’nya tidak se glossy di foto,4
Lita,Tudung Segi Empat Polos Hijab Kerudung Minimalis Bella Square - KS03,bagus banget 🤩,5
berty,Alas Bantal Duduk kursi / Lesehan Minimalis cushion edition | PFC01,Bagus product 👍,5
U***r,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,"Pengangkatan cepat, kualiatas bagus. Sukses yaa",5
Tias,Meja PC / Kerja / Belajar Black Edition Minimalis | MK12,"bagus cepat tapi goyang bgt, semoga bisa dibenahi lg kedepanya buat di qc dulu",4
Febe,Bantal / Alas Duduk Lesehan Panjang Sofa/Kursi rebounded | FC07,"packing rapi,  barang sesuai deskripsi, sesuai gambar juga, bagus, kursi jadi empuk, thank gan 👍",5
L***a,Meja kopi Teh lesehan kayu Minimalis Wooden Table - VIONA,"Barangnya oke dan sesuai deskripsi. Rekomendasi buat temen-temen yg mau beli bantal duduk dan meja bisa di toko ini, pelayanannya unik, setelah payment baru diproses 3 ha...",1
L***a,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"Barangnya oke dan sesuai deskripsi. Rekomendasi buat temen-temen yg mau beli bantal duduk dan meja bisa di toko ini, pelayanannya unik, setelah payment baru diproses 3 ha...",1
Jack,Meja kerja / belajar / komputer / laptop square edition | MSB13,batang penyangga tidak begitu kokoh mudah goyang dan tidak stabil,3
Ricky,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"Barang bagus, package aman dan sampai dengan aman, harga memuaskan. Thanks",5
Teripang,Plat Kaki Besi Sofa Meja dan Kursi Anti Karat - Chub,Ukuran beda beda,3
Doryo,Bantal / Alas Duduk Lesehan Panjang Sofa/Kursi rebounded | FC07,bagus presisi tapi agak tipis,5
I***o,Meja belajar tulis dan Laptop kayu minimalis - MSB11,mantap cepat dan fungaional,5
aris,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,bagus penjual ok barang ok,5
DWI,Bantal / Alas Duduk Lesehan Panjang Sofa/Kursi rebounded | FC07,"parah expedisi nya...
sampe masuk gudang 2x, barang gak sampe²...

status *diproses* pun lama...pdhl bukan PO",4
S***l,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,kurirnya bengak,5
K***e,RIO - Kursi lipat lesehan sofa lipat folding cushion busa rebounded,Tidak ada ulasan,2
Andi,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,oke,5
f***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"meja yg cantik. murah dan berfungsi. 
ga sampe satu jam merakitnya (padahal saya ibu²). dengan sangat hati² membaliknya. meja selesai berdiri dg sempurna. tapi meja cacat...",5
Sherly,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,"Bagus banget lho jadinya. Wow.....keren. Benar2 kualitas. Suka banget aku. 😍😍 
Benar2 rekomended deh ini.",5
A***n,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"Seller nya ramah, langsung kirim tanpa nungguin lama, thank's ya sukses selalu",5
Siti,Stool bulat - kursi samping bangku minimalis - Diory,"bagus , moga awet ..",5
ari,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"baru dibuka meja sudah patah, kaya habis direkondisi",2
Eddi,WARA - Rak Dinding Gantung dan Tempel Minimalis - Pengrajin.com,"fast respon,,packing aman,,brg bagus,,,mudah²an awet",5
Ali,Meja laptop belajar dan tulis kerja kayu premium edition,goyang”,4
Ignatius,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,ok,5
Shohibul,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,mantap,5
Ahmad,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"walaupun dapet barang ZONK meja masih bisa berdiri jadi saya keep karna gk mau ribet mesti balikin barang dan nunggu uang pengembalian 

baut nya juga kurang 2 + bolongan...",1
hanifudin,Meja belajar tulis dan Laptop kayu minimalis - MSB11,keren parah,5
abdiIwan,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,semoga awett....,5
B***y,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Barang sesuai harga tapi lapisan luar nya ada yang kekopek,3
Agus,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,👍👍👍,5
M***e,Busa Rebounded Bulat Pengganti Bantal / sofa / matras - Archips,"Barang sudah diterima dgn kondisi baik. Packing nya super banget, proses dan pengiriman cepat, busanya empuk ga melempes 👍 puas belanja disini. Terima kasih seller 🙏",5
L***i,Meja Kerja dan Belajar Hairpin Minimalis 120x60| MK13,pengiriman molor,5
uul,Meja nakas / sudut serbaguna minimalis white edition | MW04Meja naka,Udh deg2an buat liat mejanya. Sayangnya beda bgt sama yg kayak di gambar. Jujur sbnrnya sedih. Maaf yah aku hrs kasih bintang 3. Walau servicenya dan packaging semua oke....,3
Meety,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"barang sesuai pesanan, oke",5
o***p,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"bagusss, murah, cepatt!",5
I***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,bagusss sih cuman goyang dan kurang kuat tp overall harga segitu lumayan worth it sih,3
yudha,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"selalu puas order di toko ini, cuma pengirimannya saja yg ngaret",5
Harry,Coffee table / meja tamu / sudut serbaguna triangle edition | MS34,"pengiriman baik, recommended seller",5
Hari,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,proses cepat.. barang berkualitas,5
Mr,Meja laptop belajar dan tulis kerja kayu premium edition,paket cepat sampai barang aman,5
A***n,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,Sesuai dgn deskripsi,5
Ikbal,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,sudah di coba mantap,5
Rizki,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"meja nya worth buat harga segini , ada beberapa finishing yang emang kurang mulus tapi overall oke",4
J***m,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,Komunikatif dan responsif.....mantap....,5
Pandit,Kaki meja kayu / wooden table legs miring editions heavy duty | TL06,baru sampai belum sempat di rakit. tapi barangnya bagus. puas. pesen lagi sepasang,5
Dean,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Barang kualitas istimewa, sangat memuaskan",5
A***d,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,kualitas oke punya tuk harga segini 👌,5
B***o,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,"Mantap, sesuai pesanan, finishing nya jg rapih & bagus, recommended dah pokoke.",5
A***l,ERIO - Kursi lesehan lipat sofa folding busa rebounded edition,"Produk sampai tujuan dengan cepat dan aman. Kualitas produk juga oke, busanya empuk, bahan sarungnya juga halus, cuma pas kursinya disandarin ada suara *kriet *kriet gitu...",5
Glenovian,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"PUAS MANTAP. Packaging extra safe (karna gw di Makassar, admin nyaranin nambahin peti kayu kemas biar ga was2) nyampe dimakassar utuh, barang mulus ga ada lecet (paling b...",5
Komang,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,"Barangnya sesuai pesanan, kualitasnya bagus bgt, recommended seller",5
rio,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,mantap,5
I***a,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"Responsif, pengiriman sesuai waktu dan barang sesuai yg di aplikasi ...",5
I***a,RIOT - Kursi lipat rounded lesehan sofa lipat folding rebounded,"Responsif, pengiriman sesuai waktu dan barang sesuai yg di aplikasi ...",5
Ivan,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,"beli 4, yg 3 sama tinggi, 1 lagi menjulang tinggi.. alhasil mejanya oglek2.. akhirnya dicopot 1 ga kepake.",3
b***o,Alas Bantal Duduk kursi / sofa / lesehan Minimalis cushion PFC10,ok mantap,5
Bagas,Enpia - Meja Tamu dan samping Bulat,"Ada cacat disamping meja nya, harga murah sepadan lah 👍🏻",5
D***o,Kaki Meja - kaki Sofa Kayu - Wooden Table Legs Minimalis Lurus,"respon cepat, pengerjaan cepat, pengiriman cepat, barang sesuai pesanan. thx gan 👍🏽👍🏽👍🏽",5
Yudi,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Tidak ada ulasan,5
Y***u,Siku besi penyangga rak tembok / dinding besi heavy duty | TL03,orderan diproses nya lama,3
rani,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,bagussss dan cepattttt,5
Hanisah,RION - Kursi lesehan sofa lipat folding busa rebounded edition,"Kursinya terhitung besar. Bagus. Kuat disenderin. Ga bs tegak 90% tapi. Agak sandar sedikit. Empuk, sanadarn jg nyaman. Proses barangnya lama, 3 hari kalo tdk aalah sejak...",5
Satria,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Lumayan.. cuma kurang presisi aja dikit.. tapi bisa diakalin..,4
Iqbal,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Tidak ada ulasan,1
abie,Plat Kaki Besi Sofa Meja dan Kursi Anti Karat - Chub,manstafffff,5
abie,Kaki meja besi / metal table leg heavy duty editions | TL17,manstafffff,5
e***a,Meja kerja / belajar / komputer / laptop square edition | MSB13,pengiriman cepat packingnya juga rapih,5
D***a,KOTAK KARDUS KARTON LEMBARAN 100 x 50 3mm KEMASAN SINGLE POLOS BARU,"barang oke, pengiriman oke.",5
A***h,Meja belajar tulis dan Laptop kayu minimalis - MSB11,bagus coeg,5
Marjuki,Meja kerja / belajar / komputer / laptop square edition | MSB13,mantappp cepat datang kualitas yahuddd,5
R***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"pengiriman nya sih cepat, tapi ada yg lecet dan retak di 2 tempat,",3
Ricky,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,bagus bgt....,5
Arya,Meja belajar tulis dan Laptop kayu minimalis - MSB11,sangat puas dan kualitas,5
F***s,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,Barang bagus,5
T***n,Stool kayu bulat / kursi samping / bangku kecil minimalis | STO10,"Bahan bagus, tapi ternyata harus pasang sendiri. Kurang petunjuk pemasangan juga, baut kurang 1. Karena pasang sendiri jadi tidak terlalu yakin sama kekokohannya, semoga...",3
aat,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,produk nya bagus sudah beli yang ke dua kali nya,5
Denny,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"barang mendarat dengan selamat, kualitas bukan murahan. mantul",5
nadhif,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"sedikit bergoyang bagian kakinya, respon penjual bagus, bahan bagus, semoga tahan lama",5
E***y,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,SELLER SANGAT MENGECEWAKAN!! Barang yang dikirim tidak sesuai! Penjual sangat tidak membantu. Saya tidak merekomendasikan untuk berbelanja di toko ini.,1
Darma,Kursi kayu persegi panjang jojodog bangku Jongkok minimalis,semoga acc,4
F***l,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,sesuai pesanan. mantaaap.. puaaass.. 👍,5
N***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Sesuai harga, lumayan kokoh, tp goyang”",4
T***a,Wooden Hook / Gantungan Kayu Serbaguna Minimalis | HA03,"barang bagus sesuai photo cuman ternyata agak besar sedkit susah masukin hangernya, admin ramah, pengiriman cepat",5
T***a,Wooden Hook / Gantungan Kayu Multifungsi Minimalis | HA07,"barang bagus sesuai photo cuman ternyata agak besar sedkit susah masukin hangernya, admin ramah, pengiriman cepat",5
A***f,Kaki meja besi / metal table leg heavy duty editions | TL17,"pelayanan sesuai waktu, barang sesuai",5
Daffa,Meja laptop belajar dan tulis kerja kayu premium edition,"kualitas setara harga sih, tapi worth it lah",4
Kanani,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,kayunya masih basah,3
yuke,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"Harga oke. Barang sampai dengan aman, bagus.",5
Fajar,Meja Kerja dan Belajar Taves Edition Minimalis | MK16,Cakep pokoknya. Packing nya juga aman terkendali. Mantap mantap,5
A***i,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"Mantapp, sesuai foto dan kualitas nya baguss plus fast respon dari penjual",5
B***i,Busa Rebounded Bulat Pengganti Bantal / sofa / matras - Archips,"pembelian ke 2. stl tes beli di 2 toko, yg satu lbh keras, yg ini lbh pas bt jd alas kursi. pengiriman aman dan cepat. thanks",5
B***i,Busa Rebounded Bulat Pengganti Bantal / sofa / matras - Archips,"bagus, sesuai kebutuhan. gak trlalu padat keras tp juga ga tepos. buat alas duduk pas. pengiriman juga aman dan cepat. thanks ya",5
alan,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Barang sesuai pesanan dan pengiriman juga cepat langsung di proses,Kualitas meja bagus. Semoga awet",5
Ketut,Alas Bantal Duduk kursi / Lesehan bulat rebounded edition | PFC15,pelayanan cepat dan barang kondisi bagus,5
Fajar,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Oke buat harganya 👌🏻,5
R***a,Kaki Meja - kaki Sofa Kayu - Wooden Table Legs Minimalis Lurus,"tumpuannya goyang, masing2x tidak lurus, meja jadi kurang kokohHarga oke. Warna sesuai. Barang sampai dengan aman. Ukuran sesuai.",4
J***i,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"untuk harga setara dengan kualitas, not the best tapi not bad juga respon penjual jg cepet banget dan ramah.",5
Fakhriya,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,sesuai ekspetasi...,5
William,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Barang sdh diterima dalam kondisi baik terima kasih untuk servicenya yg memuaskan,5
Adhitya,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,produk ok,5
A***a,RIO - Kursi lipat lesehan sofa lipat folding cushion busa rebounded,Harga oke. Barang sampai dengan aman. Warna sesuai. Ukuran sesuai.,5
H***f,Siku besi penyangga rak besi heavy duty | TL06,Kualitas sangat bagus!. Harga terjangkau!. Jadi rapih.,5
H***f,Siku besi penyangga rak besi heavy duty | TL06,Kualitas sangat bagus!. Harga terjangkau!. Jadi rapih.,5
I***m,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,mendarat dengan selamat 👍🏻,5
Tiena,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"maaf br testi, coz ini pesenan punya costumer q, br dbuka brgnya,, lumayan kokoh, ssuai hrg lah.. GK ada yang cacat, pngiriman aman.. mksh yaa..",5
Rafi,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Kualitas meja bagus. Mejanya ringan dan praktis. Mudah dibawa kemana-mana.,5
Reza,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Kualitas meja bagus. Mejanya ringan dan praktis.,5
Reza,Alas Bantal Duduk kursi / Lesehan Minimalis cushion edition | PFC01,Bahan bagus. Rumah Makin Cakep! 👍🏻.,5
I***i,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,mantap.,5
Asti,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Bahan bagus,5
Sony,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,Harga oke. Warna sesuai. Ukuran sesuai. Barang sampai dengan aman.,5
Jeanny,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Rumah Makin Cakep! 👍🏻. Bahan bagus.,5
Chairun,Bantal / Alas Duduk Lesehan Panjang Sofa/Kursi rebounded | FC07,"suka banget, pas datang ukurannya sesuai dengan custom yg saya request. 
sellernya juga fast response Rumah Makin Cakep! 👍🏻.",5
T***i,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,"Tjakep banget hasil nya, warna sesuai, ukuran pas banget. admin responsif dan ramah. Terima kasih yah 🙏💜",5
C***a,Kaki Meja - kaki Sofa Kayu - Wooden Table Legs Minimalis Lurus,Warna sesuai. Ukuran sesuai. Barang sampai dengan aman. Sukses selalu bos.,5
D***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"bagus, agak goyang tp noprob, overall bagus
Mejanya ringan dan praktis.",5
Ferry,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Mejanya bagus, kedepannya mungkin bisa kasih bolongan juga untuk bautnya, biar gak bingung harus muter-muter kakinya agar dapat posisi yang presisi.",5
Setya,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"packaging oke banget, di wrap plastik gk bakal basah. empuk enak dipake. cuma sayang ada noda dikit, semoga pas dicuci bisa hilang.",5
S***i,meja tamu / coffee table / lesehan bulat minimalis | MS12,Bahannya bagus. Berfungsi dengan Baik!. Packing aman 👍.,5
S***i,Tambahan Packing Kayu untuk JNE Trucking,Produk Sesuai Pesanan. Produk Real Pict. Packaging Rapi & Aman. Produk Sesuai Deskripsi.,5
Dian,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Kualitas meja bagus. Mejanya ringan dan praktis.,5
Arina,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"murah, bagus, cepat sampai. nyaman dipake untuk kerja.
ada tanda lingkaran di mana kaki harus dipasang, tp menurutku tandanya kurang.
saya usul, mungkin bisa diberi tanda...",5
m***i,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"Alhamdulillah, barang sampai dan sesuai dengan kebutuhan, Packing barang rapih, Terimakasih Barang sampai dengan aman.",5
Tomi,Meja komputer / Kerja / Belajar + rak buku Minimalis | MK15,Ok lah mejanya mantap,5
s***i,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,Harga oke. Warna sesuai. Barang sampai dengan aman. Ukuran sesuai.,5
Vivi,Meja kerja / belajar / komputer / laptop square edition | MSB13,"Seller responsive bgt 👏🏼, sicepat gokil sih parah nyampenya lama bgt kurir smpe dua kali balikin k gudang bikin org tlp bolak balik dan cs juga ga cpt tanggap duh rempo...",5
B***a,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,barang sesuai deskripsi,5
B***a,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,barang sesuai deskripsi,5
A***M,Plat Kaki Besi Sofa Meja dan Kursi Anti Karat - Chub,Ukuran sesuai!.,5
T***n,Meja Hairpin Coffee Table Minimalis | MK27,Packing aman 👍.,5
Fajri,Siku besi penyangga rak tembok / dinding besi heavy duty | TL03,pengiriman lama,4
Irfan,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,barang berkualitas dan penjual sangat ramah,5
Dicky,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,ok,5
Fuji,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"Meja nya bagus, cuman ada 1 dudukan meja yang patah. but it's okay gak terlalu ngaruh juga",4
R***i,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"kurang begitu kuat karena sebenarnya goyang"" si masihan mejanyaa, triplek nya juga pas dipasang bautnya kurang kuat, jadi walaupun masang dah pake bur masih suka lepa...",4
N***y,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"Bahan bagus. Rapih
Custom , hasilnya sesuai dengan permintaan.
seller komunikatif bisa diajak diskusi dan good response. 👍
Pengirimannya cepat, durasi waktunya sesuai de...",5
A***o,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"barang sesuai dgn yg diharapkan, saran: mhn diberikan tanda dot/titik utk tiap sekrup yg akan dipasang.  Keren",5
krisna,Meja tamu dan coffee minimalis hairpin series | MS16,Bahannya bagus. Berfungsi dengan Baik!. Packing aman 👍.,5
krisna,Meja tamu dan coffee minimalis hairpin series | MS16,Bahannya bagus. Packing aman 👍. Berfungsi dengan Baik!. Bahannya bagus.,5
P***a,Kaki meja kayu / wooden table legs miring editions heavy duty | TL06,Berfungsi dengan Baik! Packing aman 👍 Bahannya bagus,5
Iqbal,Meja laptop belajar dan tulis kerja kayu premium edition,Kualitas meja bagus.. seller fast respon.. sempet bingung krn takut gak simetris pasang kaki2 mejanya,5
Masrura,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Sesuai haega,4
Rizkie,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"Untuk Mejanya Oke lah untuk harga segini. Finishing alas / kayu Mejanya juga OK.

Mungkin saran buat bisa lebih rapih di finishing kakinya, karena saya cek di antara hasi...",5
Gabriella,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"Seller responsif, barang sesuai pesanan, kualitas baik, design lumayan. Terima kasih!",5
I,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,Ukuran sesuai.,3
I,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis Heavy Duty | Lurus,Ukuran sesuai.,3
Aqbil,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Enak! Ga bener” kempes pas didudukin,5
Hendy,ROKA - kursi bangku Stool busa minimalis Segi Enam edition - Pengrajin,"produk sesuai harapan, bagus kokoh ringan  dan rapi. harga relatif terjangkau. proses dan pengiriman sesuai jadwal.",5
Myiesha,Meja belajar tulis dan Laptop kayu minimalis - MSB11,mantab,5
Satriyo,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"langsung dipakai, mantap",5
